apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature
com.hd.android17C9C7EFA1349321EDFBEF5A5FA121BE0585685D,4,0,1,8,0,3,0,1,22,0,0
com.bukuoryzaee.yogatheseris3294D427EBB8B82CABEC79D910892900F1B1DA34,4,0,0,0,0,1,16,5,3,3,0
com.alensw.qsquickPicFolder,15,2,0,6,0,12,0,6,12,3,0
appinventor.ai_internetreviews11,3,0,0,0,0,1,24,8,3,3,0
aimoxiu.theme.mx40268b095121c70b6b899e5a83fd2307,1,0,0,0,0,1,0,5,8,4,0
br.gov.sp.prodesp,6,0,0,0,0,1,4,6,2,1,0
com.luhqio.haitunpay99B9E0C99AF822739225A43802D9028359FEB43E,12,0,0,0,1,3,3,7,14,3,0
com.pruw.ozmt,2,0,3,1,0,14,0,0,30,0,0
com.bukuoryzaee.karenaakumerindukanmu,5,0,0,0,0,1,20,7,3,3,0
aimoxiu.theme,1,0,0,0,0,1,1,5,7,5,0
co.lvdou.livewallpaper,3,0,0,1,0,2,3,6,6,2,0
com.bukuoryzaee.waiting,4,0,0,0,0,1,16,5,3,3,0
com.BuilderHall4BaseLayout.bungaakp,3,0,0,0,0,1,9,3,2,2,0
appinventor.ai_aocava,2,0,0,0,0,1,34,10,5,3,0
com.kingsoft.dxjxrr95133F10E32B6818947B0E135BD6EF0F072300B8FE4,6,0,0,3,0,1,0,2,10,0,0
air,3,0,1,1,0,4,0,3,5,3,0
com.ibimuyu.lockscreen,1,1,0,0,0,2,0,6,39,7,0
com.eyemakeuptutorials.riplowdroids,3,0,0,0,0,1,4,2,2,2,0
appinventor.ai_namakuhelmiditya.SELENAGOMEZ,3,0,0,0,0,1,34,9,4,4,0
appinventor.ai_najih94izzan.MOSTVIEWEDMUSIC,3,0,0,0,0,1,35,8,4,4,0
com.digital_and_dreams.android.gjdjhF26C9DEB0E99F8D7F126C536A67A9B8ED78B7BF7,17,0,0,2,0,4,0,2,15,0,3
com.digevolabs,14,0,0,0,0,3,8,8,9,2,0
air,3,0,1,1,0,4,1,4,5,3,0
aimoxiu.theme,1,0,0,0,0,1,0,5,8,4,0
com.enternicefind.wuxingfashi2,16,0,3,1,1,9,8,9,15,11,0
com.appskorea,7,0,1,1,0,3,2,4,17,5,6
com.customhatdesigns.harumando,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_edson_c_peres.CENTRAL_DO_ASSINANTE_CDS,1,0,0,0,1,1,30,7,3,3,0
cn.zhui,35,0,2,2,0,7,13,7,16,6,0
appinventor.ai_Unsigned999.wyofett,1,0,0,0,1,1,28,7,4,4,0
com.ajsdjasdasdas.dsdcdvcdv,14,0,1,2,0,2,2,7,10,7,0
com.liuzb.ghongcarpente0520,3,0,1,1,0,4,6,3,8,1,0
appinventor.ai_gerritapps.TSA_Hunting_Guide_1,3,1,0,0,0,1,37,9,5,3,0
ceritapalui.blogspot.co.id,2,0,1,1,0,1,13,10,5,3,0
com.newminisixliu.lianaibaodian,8,0,1,4,0,3,3,3,14,1,0
com.kk.xx.wifi.warer,10,0,1,1,0,2,4,3,11,2,2
co.baal.pit.drumbass,9,1,6,5,0,19,1,6,15,4,0
com.corn.ygbc,2,0,3,1,0,14,0,0,30,0,0
com.andromo.dev318482,9,1,1,1,0,3,4,4,4,4,1
com.android.system.fqad,1,0,1,2,0,5,0,1,15,0,0
com.qgvw.lycg.xagg,6,0,3,5,0,10,7,6,15,4,1
br.com.devmaker,3,0,1,1,2,2,5,5,6,3,0
com.develooper,1,0,0,1,0,2,0,0,0,0,1
air.com.AI,2,0,0,0,0,1,4,2,2,2,0
com.rjjmc.baguafortune,11,1,1,3,0,1,0,2,6,0,0
com.honsend.chemistry,24,0,0,2,0,3,1,9,17,8,0
com.akshar.loveimages,9,0,1,1,0,2,16,5,4,4,0
com.android.erbayao,4,0,3,1,0,9,0,0,19,0,0
com.FootballJerseyMaker.famas,3,0,0,0,0,1,4,2,2,2,0
com.goyal.website2apk50B305E7B2DA6166A90AB83F40876C9872B8220B,1,0,0,0,0,1,0,0,7,0,0
air.theShoeBox,1,1,0,0,0,1,0,2,3,0,0
com.avc.hdata,16,0,0,0,0,1,0,6,6,3,0
com.amorph.frg.deluxenmbhfbv7299BCC17F50925B21990653B77371AAB135DED8,23,0,2,2,0,5,4,4,9,3,0
com.clussy.fieryknight,2,0,4,9,0,11,3,6,5,2,3
com.beka.games,7,0,1,2,0,2,5,6,3,3,0
com.flukedude.impossiblhjuhpm,2,0,1,1,0,2,0,2,10,2,0
com.CuentosInfantilesPodcast,2,0,0,0,0,1,1,4,4,4,0
com.KumpulanKunciGitarArmada.ZulMedia,3,0,0,0,0,1,9,3,2,2,0
apps.infinite.ahemsound,5,0,0,0,0,1,15,4,2,2,0
com.bmsoft,11,0,0,0,0,1,0,2,8,1,0
com.PlasticCraftIdeas.kasimirus,3,0,0,0,0,1,4,2,2,2,0
com.AustralianCountryMusic,3,0,0,0,0,1,8,2,2,2,0
com.naikuaizhushou,7,0,0,0,0,1,19,7,4,1,1
air,3,0,1,1,0,4,1,4,5,3,0
com.airandclock.byscmemene.zh.bac,5,1,1,1,0,6,2,6,16,3,0
com.gothicfairylivewallpaper9291541,7,0,1,2,0,4,17,7,8,4,1
c3.pyramid.bollywoodbubble,7,0,0,0,0,1,15,6,2,2,0
com.haimian.milticlick,2,0,1,1,0,2,2,2,8,0,0
com.appybuilder.chachasemangka,3,0,0,0,0,1,39,11,4,4,0
com.TipsAnekaSambal.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0
com.nosedrawingtutorialstepbystep.djamila,3,0,0,0,0,1,4,2,2,2,0
com.android.core.network,6,0,2,7,0,18,0,6,21,3,0
appinventor.ai_masterpitbull21.prueba,3,0,0,0,0,1,30,7,6,3,0
com.ismole.game.gaoerfunewtwe,4,0,1,1,0,4,4,4,9,1,0
com.drakesongs.musikapp.berkah,3,0,0,0,0,1,8,2,2,2,0
com.Filters.forPrismapplications,4,0,2,1,0,3,0,0,7,0,0
com.SportShoesDesign.hamdystudio,3,0,0,0,0,1,4,2,2,2,0
com.BLAMapp,4,0,0,0,0,1,0,2,16,0,0
appinventor.ai_danding84.ShaggyDog,3,0,0,0,0,1,34,9,4,4,0
co.boric.nemanja.ot,2,0,0,0,0,1,0,1,2,1,0
com.nattou.layerpaint,12,0,0,1,0,8,3,4,9,3,2
com.Reborn.kachif.malabiss,3,0,0,0,0,1,11,2,2,2,0
com.andromo.dev357638,3,0,0,0,0,1,4,3,2,2,1
com.codedexon,3,0,1,1,0,2,0,3,36,0,1
com.adamrocker.android.input.simeji.global.theme.goldenflaminglion,4,0,4,0,0,6,6,4,5,2,0
cn.uujian,6,0,0,1,0,1,0,2,4,0,0
appinventor.ai_zoom_Development7.H2o,4,0,0,0,0,1,29,7,6,4,0
com.jugsremedies.nucake,1,0,0,0,0,1,0,0,4,0,0
aimoxiu.theme.mx95ad6dca5437ef83afbd380139416129,1,0,0,0,0,1,0,5,8,4,0
com.coreapps.android.followme,94,1,5,5,0,12,1,8,21,10,7
appinventor.ai_arquivopedrada.AppNosPorNos,8,0,0,0,0,1,29,7,6,4,0
com.CrochetHeatband.redjola,3,0,0,0,0,1,4,2,2,2,0
com.nxtq.smgc.lyxa,3,0,2,0,0,9,3,7,14,4,0
air.EscapeGamesCell26,2,0,0,0,0,1,2,3,5,3,0
com.dhyohaw,3,0,0,0,0,1,9,3,2,2,0
appinventor.ai_dariodifederico,4,0,0,0,0,1,30,7,5,3,0
com.CrochetSlipperIdeas.myapp,3,0,0,0,0,1,8,2,2,2,0
com.Sideboarddesign.turubarokah,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_malighufron.USA_JOBS,3,0,0,0,0,1,36,8,4,4,0
com.jpioiea.guessHZ,10,1,1,2,0,3,0,2,8,0,0
com.birisoft,1,0,0,0,0,1,10,4,15,6,0
android.weather.myuu.com.myuuweather,4,0,0,1,0,1,0,6,8,3,0
com.beifen.gj4560,3,0,0,2,0,4,0,6,9,3,0
cn.nlnnnsn,2,0,1,1,0,2,0,6,10,4,0
com.burin,31,1,9,21,11,33,0,13,33,10,0
com.appmobile81,3,0,0,0,0,1,4,2,2,2,0
com.clock365.byzm,11,1,3,2,0,10,2,2,15,5,0
com.CreativeHair.retry,3,0,0,0,0,1,4,2,2,2,0
com.ace,13,0,1,0,0,1,4,2,3,2,0
com.goyal.website2apk48CEA73DF7FEE9FF0E35D1F21CDDBBE318766639,1,0,0,0,0,1,0,0,7,1,0
com.DiTinggalRabi,3,0,0,0,0,1,8,2,2,2,0
com.pssvnkkbd.cbgkjyshv8355862DB28CC453478E456C0E22FF6F3EAAAAF4,6,1,2,4,0,5,0,5,17,3,0
com.ishow.dltgwzx4,6,0,1,1,1,3,0,7,15,7,1
appinventor.ai_jdrocks94,6,0,0,0,0,1,30,7,3,3,0
com.fabipardancestudio.playtienda,1,0,0,0,0,1,1,1,2,0,0
com.andromo.dev289955,15,1,1,7,0,16,1,4,5,3,1
com.jnz.hwturc,9,0,6,14,0,23,0,0,42,0,0
com.ly.check8145769849C11A614BD476B57EA9389F5ED00F9C,27,1,17,20,0,27,0,1,53,0,0
com.digital_dev,11,0,0,0,0,1,14,4,2,2,0
com.apksonline,7,0,1,1,0,1,7,10,13,7,0
com.Asky.BakersfieldRadio,21,0,1,19,0,9,3,5,4,3,1
cn.gamedog.survivalwarchinaassist,48,1,4,9,3,17,11,11,19,10,0
a.txxw.yuqi,9,0,0,0,0,1,31,8,4,1,1
com.example.flashliJUIHKL,7,0,5,6,0,4,2,5,13,2,0
com.PendantPendantDesign.doaibugroup,3,0,0,0,0,1,8,2,2,2,0
com.bukuoryzaee,5,0,0,0,0,1,20,7,3,3,0
andhamil.droid,2,0,0,0,0,1,11,3,4,1,0
com.exasdfple.itcompanyzaq2,12,0,1,1,0,2,2,5,7,1,0
com.jgd.bpfrpd,22,0,0,0,0,3,0,0,17,0,0
bjiPXJy.HFWhza.nDYfAHM,10,0,3,8,0,25,0,0,83,0,0
com.digitalcoupon.club,4,0,0,0,0,1,8,3,2,2,0
com.apphitnow,2,0,0,0,0,1,8,4,4,2,0
com.ck.services85CD6817CC31883BA1B67827E0E0445C29F6618C,0,0,1,2,0,5,0,7,36,8,0
com.FrankieValliLyrics.fittibs,3,0,0,0,0,1,8,2,2,2,0
com.ApronDesign.evieapp,3,0,0,0,0,1,8,2,2,2,0
com.azmovebamo.bambooA26315DD1FB6854EEF6936692466FB4669449AD0,3,0,1,0,0,1,0,3,8,0,0
com.DesignJacket.sipipit,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_mike,3,0,0,0,0,1,24,8,3,3,0
apps,11,0,0,0,0,1,4,2,2,2,0
com.hd.android3895E1AEF315E7C47A017E65FBD0C84AA445667B,4,0,1,8,0,3,0,1,22,0,0
com.aadi53,2,0,0,0,0,1,6,4,3,2,0
com.airandclock.byscmemene.zh.bac052AFB89B8ECAD37369A5C6E711185EB2F362D32,5,1,1,1,0,6,2,6,16,3,0
com.burccz,14,0,0,0,0,1,8,3,3,2,0
com.PaperFlowerTutorial.Bensol,3,0,0,0,0,1,4,2,2,2,0
com.lwh.pedometer,12,1,4,4,0,12,0,2,18,0,1
com.babydressideas,3,0,0,0,0,1,8,2,2,2,0
com.fridgecat.android.dkwonvhjg,23,0,1,1,0,2,4,7,9,2,2
com.burin,31,1,9,21,11,33,0,13,33,10,0
com.LogOvoide.Horoscope_Taureau,6,0,0,1,0,1,16,6,4,2,2
com.domobile.qslapplock,15,0,2,6,0,5,0,6,9,3,0
com.atejapps,3,0,6,5,0,9,15,11,9,5,0
com.anxa,4,0,0,0,0,1,3,2,3,2,0
com.android.qiushui.app.runpnnewni6AE947EBB94374149133A5A84255B4FF6DA37F22,6,0,1,2,0,2,1,3,10,2,0
album,5,0,2,2,0,2,8,7,5,4,0
com.diamonddesigns.riplowdroids,3,0,0,0,0,1,4,2,2,2,0
br.com.gbvb3ahia.defendthecake,3,0,1,1,0,2,4,4,11,2,0
com.gucdxjstopwathch829E1726B4E749A16710A076D0018859778B5715,4,0,0,4,0,2,0,6,12,3,0
com.br,1,0,0,0,0,1,0,0,2,0,0
com.DIYChristmasgifts,3,0,0,0,0,1,4,2,2,2,0
com.fatesky.dictapps.notepad.color.note,23,1,7,8,0,31,0,6,11,3,1
com.junnet.heepay,17,0,0,1,1,2,10,10,10,3,0
com.a131566623650450521138256a,8,0,0,0,0,1,15,7,8,6,2
com.passoffice,22,0,0,1,0,1,0,6,9,3,0
com.bolaocopa,8,0,0,0,0,1,4,4,4,1,0
com.android.dgl.stopwatch,3,0,0,1,0,1,2,6,9,4,0
com.andromo.dev6860,16,1,0,1,0,1,4,3,3,2,1
com.owuwej.tangshi,8,1,0,2,0,1,0,6,11,3,1
com.msxf.app87983,5,0,0,0,0,1,3,6,10,3,0
com.amanrajapps,5,0,0,1,0,3,10,7,7,5,2
com.andriod.fb,106,51,4,6,0,9,0,2,188,0,2
com.frankysahilatua.thejoker,3,0,0,0,0,1,9,3,2,2,0
at.appscore,21,0,0,0,0,1,8,3,2,2,0
appinventor.ai_plados.Szafarze,1,0,0,0,0,1,30,7,3,3,0
biz.nimeishow,7,0,6,11,0,10,1,4,13,2,0
aimoxiu.theme,1,0,0,0,0,1,0,5,8,4,0
com.opda.actionpoint,18,0,11,13,3,28,0,9,34,11,0
com.dineshreddy.status4F560CCCC9BB0E533D2C57E0705C5D379078DD6F,79,0,1,1,2,73,12,7,8,5,0
com.azcnsz,10,0,4,3,0,7,0,8,13,8,0
com.appzone2016,4,0,0,0,0,1,14,4,3,3,0
app.peamobile.com,4,1,4,5,0,6,1,4,10,5,0
com.NEWdearapp.CrazyThief6F74E7EB81F14EBBBB51A8EC9AAC502504D6264D,3,0,1,1,0,2,0,2,8,0,0
com.hola.multiaccount,132,63,73,69,0,33,0,8,222,10,2
com.droidmedic.diabetescookbook,8,1,3,5,0,6,5,5,10,5,0
com.DarsoLaguSundamp3.HaturApps,3,0,0,0,0,1,8,2,2,2,0
apps.infinite,5,0,0,0,0,1,15,4,2,2,0
com.android.pentatonix1875F23519EC06EECD702542A9EB7F4519FC9909,7,0,4,2,0,22,0,0,27,0,0
com.dcc.newminisevenqione,9,0,3,7,0,7,2,3,16,2,3
blue.water,5,0,0,0,1,2,0,5,16,4,0
biz.eceieg,3,0,1,1,0,2,0,6,10,3,0
com.dwmt.website2apk,1,0,0,0,0,1,0,0,7,0,0
appinventor.ai_najih94izzan.NEILDIAMON,3,0,0,0,0,1,35,8,4,4,0
cc,2,0,1,3,1,26,4,8,13,5,0
appinventor.ai_estudillochris17.firstapp,2,0,0,0,0,1,30,7,4,3,0
com.mh.faststart,7,0,3,2,0,11,0,6,8,3,0
com.ghonga.KidPaintPlus,4,0,1,1,0,2,0,1,8,0,0
com.neetu.ussdstrings,7,1,4,1,1,3,15,7,7,4,0
com.co.mp.ass.cs,5,0,0,5,0,1,0,6,10,3,0
com.mopote.app.market51EFDD4D97771E957C43A486FC0DDEF4E2E5475D,7,0,1,3,0,6,6,10,18,6,0
ccc.chess.engine,2,0,0,1,0,2,0,3,0,0,0
com.newminizysevenqi.fanyi,7,0,1,4,0,3,0,6,13,4,0
biz.ecegekeh,1,0,1,1,0,2,0,6,10,3,0
com.andrarespati.thejoker,3,0,0,0,0,1,9,3,2,2,0
appinventor.ai_a_fossa.step4,4,0,0,0,0,1,30,8,3,3,0
com.RealisticDrawingTutorials.tameng,3,0,0,0,0,1,9,3,2,2,0
com.agencia,1,1,4,5,0,6,0,3,10,4,0
com.Call.recorder.autoatrassii,6,0,2,1,0,2,6,2,9,4,0
com.Engrosbil.dk,12,0,0,0,1,1,3,5,6,2,0
com.appyourself,2,0,1,1,0,3,2,5,13,6,0
com.kingsoft.dxjxrr951,6,0,1,2,0,2,0,2,10,0,0
com.andromo.dev314697,6,0,0,0,0,1,4,3,2,2,1
com.cashcrate,1,0,0,0,0,1,0,1,7,1,0
appinventor.ai_jfand72.StaticFrictionExperiment,1,0,0,0,0,1,28,7,6,4,0
com.hosomakisushilivewallpaper7269331,7,0,1,2,0,4,17,7,8,4,1
cc.vicp.hotapp.fakecall.gucdxj,11,0,2,1,0,2,0,2,10,0,0
com.Lovlydev.qissasstudio,7,0,0,0,0,1,12,3,3,2,0
com.rian.persamaangarissinggung,2,0,0,0,0,1,7,2,6,3,0
com.Tutorcraftideassimplestraws.nikoapps,3,0,0,0,0,1,4,2,2,2,0
com.TipsMenghilangkanAlergi.rondiahndroid,3,0,0,0,0,1,8,2,2,2,0
com.aws.country,1,0,0,0,1,1,0,4,12,1,0
com.halo.browser,11,3,5,2,0,21,3,9,12,9,0
app.tajikusjiepai522DB71756410EBA94B5D9C155274FDD34F1338F,9,0,1,1,1,2,0,4,13,4,0
com.burakulker,9,0,0,0,0,8,2,3,2,1,0
com.coach,19,0,0,0,0,1,0,6,14,3,2
com.qmtiku.categoryId_3,26,1,3,4,0,7,0,6,18,3,0
com.lebo.jason.game.deftrttjdhtnga,5,0,1,1,0,2,2,1,8,0,0
aimoxiu.theme.mx06e05d330f046e220d8202e09c13aaba,1,0,0,0,0,1,0,5,8,4,0
com.heroapp.foodmenu,6,1,0,1,0,1,0,2,7,0,0
android.jdzs.isnzxznxccom,2,0,1,2,0,2,4,2,7,0,0
com.fanta.services,5,0,3,3,1,5,0,8,13,6,0
com.BambooCrafts.hamstudio,3,0,0,0,0,1,8,2,2,2,0
com.magnet.torrent.cat,8,2,3,5,0,4,0,6,13,3,0
com.DrawingCartoons.asolelek,3,0,0,0,0,1,4,2,2,2,0
audio,3,0,0,0,0,1,0,6,5,4,0
com.AADevelopers.thermometersABB15F569371AB3B4CA2665476C585F04ACE1B72,5,0,0,0,0,1,17,3,1,1,0
com.main.hahaDF74A40FA8EB6698D8DEA4484B90168124A92396,6,0,2,2,0,4,10,5,10,5,0
com.PanduanTipsMenjagaKehamilan.MoveOnApps,3,0,0,0,0,1,4,2,2,2,0
app.MaheshwariMahaSangh,2,0,0,0,0,1,0,2,7,1,0
com.LearnKids.ChildrenSongs,10,0,0,0,0,1,10,5,6,3,0
com.forever.smart.cover,13,0,7,6,0,12,0,2,10,0,0
balmjurqewgames.kdfartsdffooiu,2,0,1,1,0,2,5,5,10,3,0
cavlak.com.cavlak,2,0,1,1,0,1,6,9,6,4,0
air,2,0,0,0,0,1,2,4,5,3,0
com.colanotes,37,3,1,2,0,7,2,6,12,2,0
com.alleysoft,3,0,1,0,0,1,0,2,4,3,3
br.com.mosaicweb.horariosonibuscampinagdosulequatrobarras,51,0,0,0,0,1,14,4,1,0,0
com.lukelast.quickHJDKF,4,0,1,1,0,2,0,2,8,0,0
com.fpuoweek.android.ShoDo,4,0,1,1,0,1,0,2,2,0,0
com.LeatherPumpsDesigns.prakasapp,3,0,0,0,0,1,8,2,2,2,0
com.appzbv,6,0,0,0,0,1,11,4,4,3,0
com.biaolmedomodas,1,0,0,0,0,1,1,1,2,0,0
colorsoft.zuowen,11,0,2,3,1,4,11,9,15,6,0
autoescuelaeuromotor,4,0,1,1,1,3,5,5,11,5,0
cobnm.fwefsssdewge.dfgwdfddea,6,0,2,3,0,5,2,6,21,6,0
com.automobile.wallpapers,3,0,0,1,0,1,7,4,3,2,0
com.iwalking.main,3,0,3,3,0,8,0,3,11,0,0
com.blogspot.myandroidapps4u,8,0,1,0,0,2,17,5,6,6,0
com.narasimata.najwashihab,2,0,0,0,0,1,7,2,4,3,0
com.bkzl,2,0,3,1,0,15,0,0,30,0,0
com.app,1,0,0,0,0,1,1,1,3,0,0
andhamil.droid.enmanidhaththinnigal,2,0,0,0,0,1,11,3,4,1,0
appinventor.ai_eburt2015.Aztech,3,0,0,0,0,1,30,7,5,3,0
com.aniapps.proverbios,1,0,0,0,0,1,4,2,3,1,0
com.free.appdownload,1,0,0,0,0,1,0,2,7,2,0
com.personalities.vicepresident,0,0,1,2,0,6,0,6,13,1,0
cn.com.lw.R_20_baskerball,6,0,0,1,0,2,5,8,14,7,1
com.andromo.dev560612,2,0,0,0,0,1,10,4,1,1,1
com.ficgs.blindfoldchess6BD0167C3A0B3B11466160672DF9D79DA6C468DB,1,0,0,0,0,1,0,0,4,0,0
com.chicville.communication,1,0,0,0,0,1,0,1,7,1,0
com.aliencalculatorpro,2,0,0,0,0,1,1,5,5,4,0
com.abcmarket,1,0,0,0,0,1,0,0,1,0,0
com.ecapycsw.myonetocxve,2,0,1,1,0,2,0,2,10,1,0
com.lock.screen.cool.door.pstr,5,0,2,2,0,4,3,7,23,10,5
app.henrychuang,5,0,0,0,0,1,4,6,2,2,0
com.betterdict.tinyslen,7,0,0,0,0,1,14,7,8,5,0
com.ifeng.compass,3,0,1,3,0,3,5,7,11,4,0
com.camineo,3,1,0,0,0,1,0,3,12,5,3
appinventor.ai_najih94izzan.WHITNEYHOUSTON,3,0,0,0,0,1,35,8,4,4,0
be.appsolution.knack,4,1,4,5,0,5,15,5,8,4,0
com.goyal.kidsshoes,2,0,0,0,0,1,7,2,6,3,0
ay,12,0,0,0,0,1,9,7,4,3,0
com.bigi,1,0,0,0,0,1,12,3,3,1,0
com.NoLimitLimousines,2,0,0,0,0,1,6,3,3,1,2
com.in.italy,1,0,0,0,0,1,0,0,7,0,0
amkabqj.kavs.xdqxt.ojhr.nwmc,22,1,11,17,4,26,2,13,43,10,0
com.lexing.gamedetective,5,1,1,3,0,2,0,2,7,0,0
com.appstrand,1,0,0,0,0,1,8,3,2,1,0
com.qclmzdmv.jpommsyb,10,0,5,4,3,19,0,11,43,9,0
aezjeb.pktewef.dlbrakd.urttd.qphs,22,1,11,17,4,26,2,13,43,10,0
com,2,0,1,0,0,1,12,3,4,2,0
com.app.generic1988A14AB4AE6E70D03F3B305AF7586AB453E3D9A,1,0,7,7,0,2,14,10,12,3,0
com.a35670740950bdd54d48aec8a,12,0,1,2,0,5,2,8,16,8,2
com.fatesky.voaEA1DBBA69F0FE0ACC69A909CCABF3FC602FF6209,17,0,2,3,0,8,0,2,12,0,0
be.mobileevolution,2,0,1,1,0,4,6,3,3,2,0
com.decad3nce,8,0,4,1,0,7,4,10,15,7,0
cn.yystudio.wifihelper_cn,17,0,1,5,0,6,0,2,17,0,0
com.andromo.dev50010,20,0,0,0,0,1,4,3,2,2,1
com.in.finland,1,0,0,0,0,1,0,0,7,0,0
by.aangurets,3,1,1,1,0,2,2,3,3,2,0
com.TrikMenjagaKesehatanMata.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0
com.adeirfandi,3,0,0,0,0,1,8,2,2,2,0
com.blackmarket,8,0,0,0,0,1,5,4,2,1,0
com.mybestgame2mbg.app1,10,0,0,0,0,1,26,8,0,0,0
com.android.littleC4645FC45A84570DA608F8DE4485BD3E8D46EE99,4,0,3,1,0,9,0,0,19,0,0
com.edadao.ccj,20,2,2,4,0,4,0,2,17,0,2
com.qiuqiu.tang,7,0,0,0,0,1,17,7,5,2,1
com.chumuban.gws.bsd.unblock,6,0,0,6,0,1,0,6,9,3,0
com.FFdearapp.DGNshoudian,11,0,2,0,0,3,0,3,11,0,2
an,3,0,1,1,10,2,4,6,3,3,0
com.TipsSehatHamilMuda.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0
adwqbpbhy.vpqhcngt.u,3,0,6,4,1,9,0,10,25,4,0
com.bollywoodtrivia,2,0,0,0,0,1,4,5,3,1,0
com.freepokemon.go.android.guide,3,0,0,0,0,1,8,4,4,2,0
beuseful.punching_machine,4,0,0,0,0,1,15,4,2,2,0
com.daily,10,0,12,5,2,14,5,10,17,8,0
com.bzy.tpxf2A4217D360373C5CA1BB6A5C1C062DE1A7CA78C9,3,1,1,2,0,3,4,4,9,3,0
com.jnwkk06.nyx,1,1,1,1,0,9,0,1,9,0,2
appinventor.ai_indianplans.IndianPlans,4,0,0,0,0,1,27,7,9,5,0
com.ayasofyatasarim,2,0,0,0,0,1,12,2,1,1,0
bolux.wmwatch,0,0,0,0,0,0,0,2,0,0,0
ba.efmradio,1,0,0,0,1,1,9,3,4,2,0
c.cc,1,2,1,1,0,9,4,7,18,9,2
com.newminisevenqiosof.gongjiao,7,0,1,4,0,3,3,6,14,4,0
com.pssvnkkbd.cbgkjyshv,4,0,1,1,0,4,0,5,17,3,0
com.EasyFlowerDesigns,3,0,0,0,0,1,4,2,2,2,0
cgtyhfxi.ocowkf.bxnllcmj,6,0,23,22,6,46,0,14,47,10,0
com.awspricechecker,8,0,0,0,0,2,0,5,13,6,0
aimoxiu.theme.mxccc19d639959a091267c6e222a7bf673,1,0,0,0,0,1,0,5,8,4,0
com.app,2,0,0,0,0,1,7,3,3,2,0
com.CoderBro.rounak.a8085instructionhandbook,9,0,0,0,0,1,13,4,2,2,0
com.br,7,0,0,1,1,1,12,5,3,3,0
com.elfswipe89E38542319BF79EEFE1A09FB8424201A736F54E,7,1,3,5,0,10,12,7,15,5,1
com.docsuggest_doc_n_h_tandon,1,0,0,0,0,1,11,7,10,5,0
com.LehengaDesigns.bendolapps2,3,0,0,0,0,1,4,2,2,2,0
com.BabyShoesDesign.Tarra,3,0,0,0,0,1,4,2,2,2,0
com.dukahuru,2,0,0,0,1,1,5,6,5,4,0
com.biggianlu,3,0,1,1,0,3,5,2,4,3,0
com.bjzykj,31,0,6,2,2,15,12,9,27,12,0
com.clerdcnl,10,0,5,4,3,19,0,11,43,9,0
com.nativedroid.xpaper,2,0,1,3,0,8,5,7,17,6,0
com.andromo.dev245803,9,1,1,5,0,9,1,4,5,3,1
com.bysczh,3,0,1,1,0,2,0,1,15,0,0
com.Bdappsmarket,45,1,3,2,0,5,5,4,5,3,0
com.DIYBraceletIdeas,3,0,0,0,0,1,4,2,2,2,0
appinventor.ai_skyblue_enterprises,2,0,0,0,0,1,0,0,2,1,0
com.aitype.android.theme.pg_goblin,8,0,4,2,1,9,2,7,12,5,0
com.charles,19,0,7,6,0,15,0,3,22,0,1
com.andromo.dev186786,7,1,0,1,0,1,0,3,2,1,1
com.appmk.book,6,0,0,0,0,3,0,0,7,1,0
com.KidCraftProjectIdeas.laurentapp,3,0,0,0,0,1,4,2,2,2,0
baro7009,16,0,0,0,1,1,0,1,8,1,0
appinventor.ai_an1dres,3,0,0,0,0,1,30,8,3,3,0
com.binpar,1,0,0,0,0,1,6,4,3,2,0
com.auybbb,17,0,5,3,2,9,4,10,44,7,0
com.alphanet.atalaias,2,0,0,0,0,1,7,2,6,1,0
app,4,0,0,0,0,1,0,2,8,2,0
com.alexeyool,0,0,1,0,0,3,11,2,1,0,1
com.newminisixliu.wifiredian,2,0,1,1,0,2,3,7,14,6,0
cn.ssjs.yb,11,0,4,5,0,7,0,8,21,6,0
com.clarke.agnes.benchmark,1,0,0,0,0,1,11,5,0,0,0
appinventor.ai_ge_geethuss.Y2S,1,0,0,0,0,1,30,8,3,3,0
appinventor.ai_davide_malu86,5,0,0,0,0,1,30,8,3,3,0
cn.d.vdfrt.hkbCBAE2DAC8AFAC7FD3728D7398FEEAA786F087E0D,28,0,0,1,2,1,3,6,16,7,0
com.boomerang.thejoker,3,0,0,0,0,1,8,2,2,2,0
com.ismole.game.gaoerfunewfo,4,0,1,1,0,4,4,4,9,1,0
com.orange.onekeylockscreen,6,1,4,7,0,26,2,7,19,6,0
com.newminisixliutw.bfesf,11,0,1,4,0,3,0,5,16,2,0
com.PeterPaulAndMaryLyrics.fittibs,3,0,0,0,0,1,8,2,2,2,0
com.pistals.apps.ramspeedopatsa,8,1,1,5,0,1,0,2,8,0,0
com.applicache,19,0,2,1,0,2,8,8,12,7,0
com.CarryDream.TWLCC,5,0,1,1,0,3,3,6,10,3,0
